Source,Target,Type,Id,Label,Weight,Color
작업중,적재,Directed,759,,0.047138,"#999999"
작업중,하부,Directed,763,,0.063963,"#999999"
안전,설치,Directed,764,,0.210024,"#999999"
안전,비계,Directed,765,,0.508656,"#999999"
안전,자재,Directed,766,,0.356751,"#999999"
안전,바닥,Directed,767,,0.118161,"#999999"
안전,이동,Directed,768,,1.629857,"#999999"
안전,거푸집,Directed,769,,0.216248,"#999999"
안전,추락,Directed,770,,0.024196,"#999999"
안전,작업중,Directed,771,,0.042855,"#999999"
안전,발판,Directed,772,,0.252254,"#999999"
안전,사다리,Directed,773,,0.081315,"#999999"
안전,상태,Directed,774,,0.031436,"#999999"
안전,계단,Directed,777,,0.210761,"#999999"
안전,손가락,Directed,778,,0.209794,"#999999"
안전,미흡,Directed,779,,0.204677,"#999999"
안전,고정,Directed,780,,0.13511,"#999999"
안전,체결,Directed,782,,0.117859,"#999999"
안전,고리,Directed,783,,0.208232,"#999999"
안전,운전,Directed,785,,0.058016,"#999999"
안전,안전교육,Directed,786,,0.072812,"#999999"
안전,안전벨트,Directed,787,,0.071274,"#999999"
안전,부족,Directed,788,,0.034451,"#999999"
안전,부주의,Directed,790,,0.879145,"#999999"
안전,사용,Directed,793,,0.042278,"#999999"
안전,장비,Directed,813,,0.044574,"#999999"
안전,시야,Directed,823,,0.034726,"#999999"
발판,설치,Directed,831,,0.48573,"#999999"
발판,비계,Directed,832,,0.497368,"#999999"
발판,자재,Directed,833,,0.368491,"#999999"
발판,바닥,Directed,834,,0.063584,"#999999"
발판,이동,Directed,835,,1.863733,"#999999"
발판,거푸집,Directed,836,,0.129335,"#999999"
발판,추락,Directed,837,,0.041327,"#999999"
발판,작업중,Directed,838,,0.083728,"#999999"
발판,안전,Directed,839,,0.252254,"#999999"
발판,사다리,Directed,840,,0.111612,"#999999"
발판,상태,Directed,841,,0.035371,"#999999"
발판,계단,Directed,844,,0.290593,"#999999"
발판,손가락,Directed,845,,0.115039,"#999999"
발판,미흡,Directed,846,,0.282481,"#999999"
발판,고정,Directed,847,,0.074125,"#999999"
발판,운반,Directed,853,,0.278981,"#999999"
발판,사용,Directed,854,,0.05901,"#999999"
발판,시스템,Directed,856,,0.687898,"#999999"
발판,동바리,Directed,859,,0.110746,"#999999"
발판,외부,Directed,862,,0.095751,"#999999"
발판,정리,Directed,863,,0.30575,"#999999"
발판,골절,Directed,864,,0.357306,"#999999"
발판,발목,Directed,865,,0.063891,"#999999"
발판,왼쪽,Directed,866,,0.050551,"#999999"
발판,통증,Directed,867,,0.044743,"#999999"
발판,우측,Directed,870,,0.089574,"#999999"
발판,불량,Directed,873,,0.088615,"#999999"
발판,실수,Directed,874,,0.063893,"#999999"
발판,방법,Directed,877,,0.054507,"#999999"
발판,부분,Directed,887,,0.049406,"#999999"
발판,중량,Directed,888,,0.039162,"#999999"
발판,사이,Directed,890,,0.095253,"#999999"
발판,끼임,Directed,892,,0.074343,"#999999"
발판,타격,Directed,896,,0.062233,"#999999"
발판,상부,Directed,899,,0.191112,"#999999"
발판,구간,Directed,903,,0.049144,"#999999"
발판,적재,Directed,911,,0.094867,"#999999"
발판,하부,Directed,914,,0.073683,"#999999"
사다리,설치,Directed,915,,0.214273,"#999999"
사다리,비계,Directed,916,,0.124949,"#999999"
사다리,바닥,Directed,917,,0.035671,"#999999"
사다리,이동,Directed,918,,0.137672,"#999999"
사다리,거푸집,Directed,919,,0.033947,"#999999"
사다리,추락,Directed,920,,0.01573,"#999999"
사다리,안전,Directed,921,,0.081315,"#999999"
사다리,발판,Directed,922,,0.111612,"#999999"
사다리,상태,Directed,923,,0.021462,"#999999"
사다리,계단,Directed,926,,0.0909,"#999999"
사다리,손가락,Directed,927,,0.090577,"#999999"
사다리,미흡,Directed,928,,0.088872,"#999999"
사다리,고정,Directed,929,,0.032207,"#999999"
사다리,부족,Directed,934,,0.017032,"#999999"
사다리,철근,Directed,937,,0.024573,"#999999"
사다리,구간,Directed,958,,0.016345,"#999999"
사다리,이동식,Directed,962,,0.062071,"#999999"
사다리,헛딛임,Directed,964,,0.042387,"#999999"
사다리,장위,Directed,965,,0.042387,"#999999"
사다리,겨낭줄,Directed,966,,0.042387,"#999999"
사다리,횡재,Directed,967,,0.042387,"#999999"
사다리,실선,Directed,968,,0.042387,"#999999"
사다리,조금,Directed,969,,0.042387,"#999999"
사다리,이끼,Directed,970,,0.040143,"#999999"
상태,설치,Directed,973,,0.087879,"#999999"
상태,비계,Directed,974,,0.10603,"#999999"
상태,바닥,Directed,975,,0.030774,"#999999"
상태,이동,Directed,976,,0.092671,"#999999"
상태,거푸집,Directed,977,,0.083578,"#999999"
상태,추락,Directed,978,,0.015498,"#999999"
상태,작업중,Directed,979,,0.027156,"#999999"
상태,안전,Directed,980,,0.031436,"#999999"
상태,발판,Directed,981,,0.035371,"#999999"
상태,사다리,Directed,982,,0.021462,"#999999"
상태,계단,Directed,985,,0.081749,"#999999"
상태,손가락,Directed,986,,0.081427,"#999999"
상태,미흡,Directed,987,,0.079721,"#999999"
상태,고정,Directed,988,,0.036532,"#999999"
상태,체결,Directed,992,,0.021527,"#999999"
상태,고리,Directed,993,,0.033587,"#999999"
상태,부족,Directed,995,,0.013385,"#999999"
상태,공구,Directed,997,,0.020172,"#999999"
상태,운반,Directed,999,,0.059019,"#999999"
상태,사용,Directed,1000,,0.0165,"#999999"
상태,철근,Directed,1001,,0.015673,"#999999"
상태,전달,Directed,1013,,0.047813,"#999999"
상태,위험,Directed,1014,,0.019206,"#999999"
상태,주변,Directed,1015,,0.022472,"#999999"
상태,물이,Directed,1021,,0.019561,"#999999"
상태,장비,Directed,1022,,0.016193,"#999999"
상태,중량,Directed,1023,,0.012465,"#999999"
상태,타격,Directed,1026,,0.013739,"#999999"
상태,토사,Directed,1027,,0.022107,"#999999"
상태,상부,Directed,1030,,0.040974,"#999999"
상태,철골빔,Directed,1035,,0.0313,"#999999"
상태,산소,Directed,1036,,0.092912,"#999999"
상태,절단,Directed,1037,,0.046421,"#999999"
상태,단기,Directed,1038,,0.034018,"#999999"
상태,화상,Directed,1039,,0.030409,"#999999"
상태,호스,Directed,1041,,0.029227,"#999999"
상태,용접,Directed,1042,,0.027647,"#999999"
상태,용단,Directed,1043,,0.02445,"#999999"
상태,연료,Directed,1044,,0.020954,"#999999"
상태,치의,Directed,1045,,0.018198,"#999999"
상태,구간,Directed,1046,,0.021625,"#999999"
상태,이동식,Directed,1050,,0.042233,"#999999"
상태,헛딛임,Directed,1052,,0.024961,"#999999"
상태,장위,Directed,1053,,0.024961,"#999999"
상태,겨낭줄,Directed,1054,,0.024961,"#999999"
상태,횡재,Directed,1055,,0.024961,"#999999"
상태,실선,Directed,1056,,0.024961,"#999999"
상태,조금,Directed,1057,,0.024961,"#999999"
상태,이끼,Directed,1058,,0.023201,"#999999"
상태,하부,Directed,1063,,0.021404,"#999999"
계단,설치,Directed,1267,,0.565392,"#999999"
계단,바닥,Directed,1268,,0.203062,"#999999"
계단,거푸집,Directed,1269,,0.245002,"#999999"
계단,안전,Directed,1270,,0.210761,"#999999"
계단,발판,Directed,1271,,0.290593,"#999999"
계단,사다리,Directed,1272,,0.0909,"#999999"
계단,상태,Directed,1273,,0.081749,"#999999"
계단,손가락,Directed,1276,,0.238548,"#999999"
계단,미흡,Directed,1277,,0.233432,"#999999"
계단,고정,Directed,1278,,0.068281,"#999999"
계단,부주의,Directed,1283,,0.237815,"#999999"
계단,가설,Directed,1285,,0.269596,"#999999"
